title,publication_date,citations,date,year,month,field,subfield,topics,main_writer,all_writers,author_ids
Asymptomatic atrial fibrillation among hospitalized patients: clinical correlates and in-hospital outcomes in Improving Care for Cardiovascular Disease in China-Atrial Fibrillation,2023-09-15,0,2023-09-15,2023,9,Medicine,Cardiology and Cardiovascular Medicine,"['Atrial Fibrillation Management and Outcomes', 'Cardiac Arrhythmias and Treatments', 'Acute Myocardial Infarction Research']",Wei Wang,"['Wei Wang', 'Jun Liu', 'Jing Liu', 'Gregg C. Fonarow', 'Gregory Y.H. Lip']","['https://openalex.org/A5115590684', 'https://openalex.org/A5100362133', 'https://openalex.org/A5050099873', 'https://openalex.org/A5070928171', 'https://openalex.org/A5038405190']"
Engineering the pore environment of antiparallel stacked covalent organic frameworks for capture of iodine pollutants,2024-03-26,0,2024-03-26,2024,3,Materials Science,Materials Chemistry,"['Covalent Organic Framework Applications', 'Metal-Organic Frameworks: Synthesis and Applications', 'Radioactive element chemistry and processing']",Shengqian Ma,"['Hui Yang', 'Shengqian Ma']","['https://openalex.org/A5101557725', 'https://openalex.org/A5075013971']"
Coordination of Thermally Activated Delayed Fluorescent Molecules for Efficient and Stable Perovskite Light‐Emitting Diodes,2024-03-25,0,2024-03-25,2024,3,Engineering,Electrical and Electronic Engineering,"['Perovskite Materials and Applications', 'Organic Light-Emitting Diodes Research', 'Quantum Dots Synthesis And Properties']",Bo Chen,"['Bo Chen', 'Qi Chen', 'Ping Chen']","['https://openalex.org/A5100427264', 'https://openalex.org/A5100340133', 'https://openalex.org/A5100633276']"
Dual quantum spin Hall insulator by density-tuned correlations in TaIrTe4,2024-03-20,0,2024-03-20,2024,3,Physics and Astronomy,"Atomic and Molecular Physics, and Optics","['Topological Materials and Phenomena', 'Graphene research and applications', 'Advanced Condensed Matter Physics']",Kenji Watanabe,"['Kenji Watanabe', 'Takashi Taniguchi', 'Liang Fu', 'Yang Zhang']","['https://openalex.org/A5045096283', 'https://openalex.org/A5041573207', 'https://openalex.org/A5011352096', 'https://openalex.org/A5100354818']"
Exceptional dynamic compressive properties of bio-inspired three-dimensional interlocking graphene network reinforced copper matrix composites,2023-10-15,0,2023-10-15,2023,10,Engineering,Mechanical Engineering,"['Aluminum Alloys Composites Properties', 'Microstructure and mechanical properties', 'Cellular and Composite Structures']",Bowen Li,"['Bowen Li', 'Xiang Zhang']","['https://openalex.org/A5101295045', 'https://openalex.org/A5050143577']"
MASTER: Market-Guided Stock Transformer for Stock Price Forecasting,2024-03-24,0,2024-03-24,2024,3,Decision Sciences,Management Science and Operations Research,['Stock Market Forecasting Methods'],Tong Li,"['Tong Li', 'Xue Wang']","['https://openalex.org/A5100358988', 'https://openalex.org/A5100422588']"
Mitophagy Promotes Resistance to BH3 Mimetics in Acute Myeloid Leukemia,2023-04-24,0,2023-04-24,2023,4,Medicine,Epidemiology,"['Autophagy in Disease and Therapy', 'Acute Myeloid Leukemia Research', 'Histone Deacetylase Inhibitors Research']",Hua Zhou,"['Hua Zhou', 'Kun Wang']","['https://openalex.org/A5040526199', 'https://openalex.org/A5043476518']"
Fibroblasts in Pulmonary Hypertension: Roles and Molecular Mechanisms,2024-05-25,0,2024-05-25,2024,5,Medicine,Pulmonary and Respiratory Medicine,"['Pulmonary Hypertension Research and Treatments', 'MicroRNA in disease regulation', 'RNA modifications and cancer']",Hui Zhang,"['Hui Zhang', 'Min Li']","['https://openalex.org/A5100323372', 'https://openalex.org/A5100400735']"
Mechanistic understanding of reproducibility in nail penetration tests,2023-08-11,0,2023-08-11,2023,8,Engineering,Automotive Engineering,"['Advanced Battery Technologies Research', 'Recycling and Waste Management Techniques', 'Fuel Cells and Related Materials']",Xiang Gao,"['Xiang Gao', 'Jun Xu']","['https://openalex.org/A5101759323', 'https://openalex.org/A5071775300']"
Clinical dimensions along the non-fluent variant primary progressive aphasia spectrum,2023-11-21,0,2023-11-21,2023,11,Neuroscience,Cognitive Neuroscience,"['Neurobiology of Language and Bilingualism', 'Voice and Speech Disorders', 'Dysphagia Assessment and Management']",Lea T. Grinberg,"['Lea T. Grinberg', 'Joel H. Kramer', 'Adam L. Boxer', 'William W. Seeley']","['https://openalex.org/A5003878251', 'https://openalex.org/A5102859115', 'https://openalex.org/A5019555711', 'https://openalex.org/A5074694043']"
Computational design of a multi-epitope vaccine candidate against Langya henipavirus using surface proteins,2023-09-15,0,2023-09-15,2023,9,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['vaccines and immunoinformatics approaches', 'Immunotherapy and Immune Responses', 'Transgenic Plants and Applications']",Sajjad Ahmad,"['Sajjad Ahmad', 'Muhammad Irfan']","['https://openalex.org/A5045550052', 'https://openalex.org/A5108020976']"
Mapping nucleolus-associated chromatin interactions using nucleolus Hi-C reveals pattern of heterochromatin interactions,2023-01-21,0,2023-01-21,2023,1,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Genomics and Chromatin Dynamics', 'Chromosomal and Genetic Variations', 'RNA modifications and cancer']",Tingting Li,"['Tingting Li', 'Cheng Li']","['https://openalex.org/A5100416498', 'https://openalex.org/A5100354240']"
White Matter Degeneration Pathways Associated With Tau Deposition in Alzheimer Disease,2023-04-17,0,2023-04-17,2023,4,Medicine,"Radiology, Nuclear Medicine and Imaging","['Advanced Neuroimaging Techniques and Applications', ""Alzheimer's disease research and treatments"", ""Parkinson's Disease Mechanisms and Treatments""]",Jonathan Graff‐Radford,"['Jonathan Graff‐Radford', 'Val J. Lowe', 'Kejal Kantarci', 'David S. Knopman', 'Ronald C. Petersen', 'Clifford R. Jack', 'Prashanthi Vemuri']","['https://openalex.org/A5005572080', 'https://openalex.org/A5001313680', 'https://openalex.org/A5077933873', 'https://openalex.org/A5059027860', 'https://openalex.org/A5045246745', 'https://openalex.org/A5005099850', 'https://openalex.org/A5043921358']"
Application of CRISPR/Cas9-mediated gene editing for abiotic stress management in crop plants,2023-04-18,0,2023-04-18,2023,4,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['CRISPR and Genetic Engineering', 'Plant Virus Research Studies', 'Photosynthetic Processes and Mechanisms']",Manoj Kumar,"['Manoj Kumar', 'Prashant Singh']","['https://openalex.org/A5091297252', 'https://openalex.org/A5100734302']"
A protein panel in cerebrospinal fluid for diagnostic and predictive assessment of Alzheimer’s disease,2023-09-06,0,2023-09-06,2023,9,Medicine,Physiology,"[""Alzheimer's disease research and treatments"", 'Metabolomics and Mass Spectrometry Studies', 'Bioinformatics and Genomic Networks']",Nicholas T. Seyfried,"['Jiaqi Liu', 'Duc M. Duong', 'James J. Lah', 'Andrew J. Saykin', 'Leslie M. Shaw', 'Nicholas T. Seyfried', 'Allan I. Levey']","['https://openalex.org/A5002533788', 'https://openalex.org/A5061526409', 'https://openalex.org/A5080612573', 'https://openalex.org/A5026257338', 'https://openalex.org/A5101555764', 'https://openalex.org/A5108418726', 'https://openalex.org/A5023920651']"
Effect of an Intensive Lifestyle Intervention on Circulating Biomarkers of Atrial Fibrillation-Related Pathways among Adults with Metabolic Syndrome: Results from a Randomized Trial,2024-04-07,0,2024-04-07,2024,4,Medicine,Cardiology and Cardiovascular Medicine,"['Atrial Fibrillation Management and Outcomes', 'Lipoproteins and Cardiovascular Health', 'Acute Myocardial Infarction Research']",Miguel Ángel Martínez‐González,"['Miguel Ángel Martínez‐González', 'Jordi Salas‐Salvadó']","['https://openalex.org/A5056804384', 'https://openalex.org/A5013081933']"
Rationale and trial design of NATALEE: a Phase III trial of adjuvant ribociclib + endocrine therapy <i>versus</i> endocrine therapy alone in patients with HR+/HER2− early breast cancer,2023-01-01,0,2023-01-01,2023,1,Medicine,Pulmonary and Respiratory Medicine,"['Advanced Breast Cancer Therapies', 'Cancer-related Molecular Pathways', 'Breast Cancer Treatment Studies']",Peter A. Fasching,"['Peter A. Fasching', 'Sara A. Hurvitz', 'Miguel Martín', 'Aditya Bardia', 'Seock‐Ah Im', 'Sherene Loi']","['https://openalex.org/A5017728105', 'https://openalex.org/A5068059897', 'https://openalex.org/A5100671433', 'https://openalex.org/A5034972183', 'https://openalex.org/A5069050806', 'https://openalex.org/A5010278367']"
"Observation of the decay <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi>χ</mml:mi><mml:mrow><mml:mi>c</mml:mi><mml:mi>J</mml:mi></mml:mrow></mml:msub><mml:mo stretchy=""false"">→</mml:mo><mml:msup><mml:mi mathvariant=""normal"">Ω</mml:mi><mml:mo>−</mml:mo></mml:msup><mml:msup><mml:mover accent=""true""><mml:mi mathvariant=""normal"">Ω</mml:mi><mml:mo stretchy=""false"">¯</mml:mo></mml:mover><mml:mo>+</mml:mo></mml:msup></mml:math>",2023-05-08,0,2023-05-08,2023,5,Physics and Astronomy,Nuclear and High Energy Physics,"['Particle physics theoretical and experimental studies', 'Quantum Chromodynamics and Particle Interactions', 'High-Energy Particle Collisions Research']",F. De Mori,"['F. De Mori', 'М. Н. Ачасов', 'P. Adlarson', 'R. Aliberti', 'A. Amoroso', 'M. R. An', 'Q. An', 'Y. Bai', 'O. Bakina', 'I. Balossino', 'Y. Ban', 'V. Batozskaya', 'K. Begzsuren', 'N. Berger', 'M. Bertani', 'D. Bettoni', 'F. Bianchi', 'E. Bianco', 'A. Bortone', 'I. Boyko', 'R. A. Briere', 'A. Brueggemann', 'H. Cai', 'A. Calcaterra', 'G. F. Cao', 'N. Cao', 'S. A. Çetin', 'J. F. Chang', 'W. L. Chang', 'G. Chelkov', 'C. Chen', 'Chao Chen', 'G. Chen', 'H. S. Chen', 'M. L. Chen', 'S. J. Chen', 'S. M. Chen', 'T. Chen', 'X. R. Chen', 'X. T. Chen', 'Z. J. Chen', 'W. S. Cheng', 'S. K. Choi', 'X. Chu', 'G. Cibinetto', 'S. C. Coen', 'F. Cossio', 'J. J. Cui', 'H. L. Dai', 'J. P. Dai', 'A. Dbeyssi', 'R. E. de Boer', 'D. Dedovich', 'Z. Y. Deng', 'A. Denig', 'I. Denysenko', 'M. Destefanis', 'F. De Mori', 'Y. Ding', 'Y. Ding', 'J. Dong', 'L. Y. Dong', 'M. Y. Dong', 'X. Dong', 'S. X. Du', 'Z. H. Duan', 'P. Egorov', 'Y. L. Fan', 'J. Fang', 'S. S. Fang', 'Y. Fang', 'R. Farinelli', 'L. Fava', 'F. Feldbauer', 'G. Felici', 'C. Q. Feng', 'J. H. Feng', 'K. Fischer', 'M. Fritsch', 'C. Fritzsch', 'C. D. Fu', 'He Gao', 'Yang Gao', 'Yang Gao', 'S. Garbolino', 'I. Garzia']","['https://openalex.org/A5029991121', 'https://openalex.org/A5069825136', 'https://openalex.org/A5077139969', 'https://openalex.org/A5031484475', 'https://openalex.org/A5059729137', 'https://openalex.org/A5015529510', 'https://openalex.org/A5115597364', 'https://openalex.org/A5092261808', 'https://openalex.org/A5107920015', 'https://openalex.org/A5032915896', 'https://openalex.org/A5049676402', 'https://openalex.org/A5037300130', 'https://openalex.org/A5070326529', 'https://openalex.org/A5012526019', 'https://openalex.org/A5106301120', 'https://openalex.org/A5066589594', 'https://openalex.org/A5100630798', 'https://openalex.org/A5041121226', 'https://openalex.org/A5020114409', 'https://openalex.org/A5036641367', 'https://openalex.org/A5071071264', 'https://openalex.org/A5070519572', 'https://openalex.org/A5065415147', 'https://openalex.org/A5012673180', 'https://openalex.org/A5103075826', 'https://openalex.org/A5076337365', 'https://openalex.org/A5108039384', 'https://openalex.org/A5107886114', 'https://openalex.org/A5101787589', 'https://openalex.org/A5104155912', 'https://openalex.org/A5067924297', 'https://openalex.org/A5100408358', 'https://openalex.org/A5007154958', 'https://openalex.org/A5090224769', 'https://openalex.org/A5008593901', 'https://openalex.org/A5048540070', 'https://openalex.org/A5027724438', 'https://openalex.org/A5033048098', 'https://openalex.org/A5049973465', 'https://openalex.org/A5022574028', 'https://openalex.org/A5013851278', 'https://openalex.org/A5100710507', 'https://openalex.org/A5102884820', 'https://openalex.org/A5107938972', 'https://openalex.org/A5042718994', 'https://openalex.org/A5014608195', 'https://openalex.org/A5059715513', 'https://openalex.org/A5101820423', 'https://openalex.org/A5113347771', 'https://openalex.org/A5049067681', 'https://openalex.org/A5063314026', 'https://openalex.org/A5072007736', 'https://openalex.org/A5010016403', 'https://openalex.org/A5103173962', 'https://openalex.org/A5108112491', 'https://openalex.org/A5107870934', 'https://openalex.org/A5066170542', 'https://openalex.org/A5029991121', 'https://openalex.org/A5107944569', 'https://openalex.org/A5107944569', 'https://openalex.org/A5049744670', 'https://openalex.org/A5100772525', 'https://openalex.org/A5008222665', 'https://openalex.org/A5001928806', 'https://openalex.org/A5103966430', 'https://openalex.org/A5039095935', 'https://openalex.org/A5019255845', 'https://openalex.org/A5103092140', 'https://openalex.org/A5101890983', 'https://openalex.org/A5108688152', 'https://openalex.org/A5105267005', 'https://openalex.org/A5037704908', 'https://openalex.org/A5107851551', 'https://openalex.org/A5031768247', 'https://openalex.org/A5107938331', 'https://openalex.org/A5050361156', 'https://openalex.org/A5076874689', 'https://openalex.org/A5007792986', 'https://openalex.org/A5043618974', 'https://openalex.org/A5018097001', 'https://openalex.org/A5115614312', 'https://openalex.org/A5089510847', 'https://openalex.org/A5100629666', 'https://openalex.org/A5100629666', 'https://openalex.org/A5044014035', 'https://openalex.org/A5050556296']"
Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary <i>PIK3CA</i> Mutations,2023-10-31,0,2023-10-31,2023,10,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['PI3K/AKT/mTOR signaling in cancer', 'Cancer Genomics and Diagnostics', 'Chronic Lymphocytic Leukemia Research']",Aditya Bardia,"['Aditya Bardia', 'Jochen K. Lennerz', 'Gad Getz', 'Dejan Juric']","['https://openalex.org/A5034972183', 'https://openalex.org/A5067299042', 'https://openalex.org/A5001392592', 'https://openalex.org/A5087308492']"
Vascular Regenerative Cell Deficiencies in South Asian Adults,2024-02-01,0,2024-02-01,2024,2,Medicine,Genetics,"['Mesenchymal stem cell research', 'Angiogenesis and VEGF in Cancer', 'Cardiovascular Disease and Adiposity']",Subodh Verma,"['Deepak L. Bhatt', 'Subodh Verma']","['https://openalex.org/A5010571732', 'https://openalex.org/A5080334509']"
Recommendations for Standardizing MRI-based Evaluation of Perianal Fistulizing Disease Activity in Pediatric Crohn’s Disease Clinical Trials,2023-07-31,0,2023-07-31,2023,7,Medicine,Surgery,"['Anorectal Disease Treatments and Outcomes', 'Diverticular Disease and Complications', 'Appendicitis Diagnosis and Management']",Brian G. Feagan,"['Brian G. Feagan', 'Vipul Jairath']","['https://openalex.org/A5048464948', 'https://openalex.org/A5008693009']"
Asphalt Pavement Pothole Repair Using the Pre-Heating Method: An Integrated Experiment and Modeling Study,2023-04-20,0,2023-04-20,2023,4,Engineering,Civil and Structural Engineering,"['Asphalt Pavement Performance Evaluation', 'Infrastructure Maintenance and Monitoring', 'Smart Materials for Construction']",Xiao Chen,"['Xiao Chen', 'Hao Wang']","['https://openalex.org/A5101628480', 'https://openalex.org/A5029278847']"
Irrigation in the Earth system,2023-06-20,0,2023-06-20,2023,6,Environmental Science,Global and Planetary Change,"['Plant Water Relations and Carbon Dynamics', 'Water-Energy-Food Nexus Studies', 'Hydrology and Watershed Management Studies']",Liang Chen,"['Liang Chen', 'Fei Chen']","['https://openalex.org/A5072537269', 'https://openalex.org/A5100405434']"
Folate receptor alpha expression in low-grade serous ovarian cancer: Exploring new therapeutic possibilities,2024-06-27,0,2024-06-27,2024,6,Medicine,Reproductive Medicine,"['Ovarian cancer diagnosis and treatment', 'RNA modifications and cancer', 'Chromatin Remodeling and Cancer']",Qin Zhou,"['Qin Zhou', 'Carol Aghajanian']","['https://openalex.org/A5046393441', 'https://openalex.org/A5054602117']"
"Early antibody treatment, inflammation, and risk of post-COVID conditions",2023-09-19,0,2023-09-19,2023,9,Medicine,Neurology,"['Long-Term Effects of COVID-19', 'COVID-19 and Mental Health', 'COVID-19 Clinical Research Studies']",Judith S. Currier,"['Judith S. Currier', 'Andrew Pekosz', 'Arturo Casadevall']","['https://openalex.org/A5084353681', 'https://openalex.org/A5066093013', 'https://openalex.org/A5077902719']"
Opportunities and challenges for ChatGPT and large language models in biomedicine and health,2023-11-22,0,2023-11-22,2023,11,Medicine,Health Informatics,"['Artificial Intelligence in Healthcare and Education', 'COVID-19 diagnosis using AI', 'Machine Learning in Healthcare']",Zhiyong Lu,"['Xin Gao', 'Zhiyong Lu']","['https://openalex.org/A5100618900', 'https://openalex.org/A5083081872']"
